,userId,movieId,rating
0,2,40093,4
1,2,77050,4
2,2,76744,5
3,2,66552,4
4,2,33514,5
5,2,79352,5
6,5,22676,5
7,5,78317,4
8,5,2440,5
9,5,72421,5
10,5,24936,5
11,5,453,5
12,5,23823,5
13,5,29683,5
14,5,13043,4
15,5,23816,5
16,5,16730,5
17,5,15674,5
18,5,77991,5
19,5,94856,4
20,5,84677,5
21,5,11086,5
22,5,73481,5
23,5,85117,5
24,8,76693,5
25,8,28653,5
26,8,7655,4
27,8,43955,4
28,8,47041,5
29,8,81643,4
30,8,35799,5
31,8,37013,4
32,8,68169,5
33,8,42280,5
34,8,29451,4
35,8,7483,4
36,8,22273,4
37,8,89601,4
38,8,29683,5
39,8,34948,4
40,8,57934,5
41,8,1052,5
42,8,54263,4
43,8,19241,4
44,8,78311,5
45,8,35749,4
46,9,77124,4
47,9,6040,4
48,9,57170,4
49,9,72281,4
50,9,86339,4
51,9,54630,4
52,9,92744,4
53,9,901,4
54,9,79916,4
55,9,28967,4
56,9,75390,4
57,9,188,4
58,9,45326,4
59,9,81199,4
60,9,24035,4
61,9,87376,4
62,9,40143,4
63,9,45059,4
64,9,54444,4
65,9,5788,4
66,9,77050,4
67,9,74594,4
68,9,34948,4
69,9,95436,4
70,9,51189,4
71,9,1620,4
72,9,28419,4
73,9,35434,4
74,9,4815,4
75,9,27004,4
76,9,83462,4
77,9,50942,4
78,9,66567,4
79,9,44716,4
80,9,5100,4
81,9,73947,4
82,9,85211,4
83,9,22104,4
84,10,75009,4
85,10,16539,5
86,10,90579,5
87,10,54334,5
88,10,42204,4
89,10,6914,4
90,10,57830,4
91,10,47737,4
92,11,3338,5
93,11,9547,5
94,11,74856,5
95,11,10422,4
96,11,14851,5
97,11,90889,5
98,11,33385,5
99,11,14173,5
100,11,85524,4
101,17,83289,5
102,17,79519,5
103,17,6988,4
104,17,37578,4
105,17,4894,5
106,17,64069,4
107,17,39178,4
108,17,72091,5
109,17,5134,5
110,17,28653,4
111,17,2543,5
112,17,74710,5
113,17,53993,5
114,17,46706,4
115,17,6990,4
116,17,51805,5
117,17,218,5
118,17,92487,5
119,17,57497,4
120,17,74325,5
121,17,23816,5
122,17,58955,5
123,17,4616,4
124,17,84959,4
125,19,69333,4
126,19,46925,5
127,19,7779,5
128,19,44490,4
129,19,3351,5
130,19,47737,4
131,19,37588,4
132,19,45954,4
133,19,71313,5
134,19,30963,4
135,19,43955,4
136,19,9073,4
137,19,23050,4
138,19,38463,5
139,19,93198,4
140,19,90856,4
141,19,10421,4
142,19,87341,5
143,19,86486,4
144,19,6040,4
145,19,10560,5
146,19,87520,4
147,19,63076,4
148,19,75944,4
149,19,95618,4
150,19,8291,4
151,19,30416,4
152,19,86152,4
153,19,30673,4
154,19,64483,5
155,19,66552,4
156,19,11430,5
157,24,32699,5
158,24,61285,4
159,24,54360,4
160,24,39418,4
161,24,54165,4
162,25,1704,5
163,25,6062,5
164,25,43955,4
165,25,4894,5
166,25,1052,5
167,25,58720,4
168,25,16371,5
169,25,28899,5
170,26,41811,4
171,26,48864,5
172,26,57934,4
173,26,47344,5
174,26,57859,4
175,26,2116,5
176,26,55297,5
177,26,59345,4
178,26,55058,4
179,26,45351,5
180,26,58089,5
181,33,58720,4
182,33,53993,4
183,33,11889,4
184,33,51805,5
185,33,68266,4
186,34,11430,4
187,34,32870,4
188,34,46655,4
189,34,90709,5
190,34,93247,5
191,34,5303,5
192,34,81199,5
193,34,78299,5
194,34,54628,4
195,34,88760,5
196,34,94323,5
197,34,58786,4
198,34,77614,5
199,34,5167,4
200,34,91092,5
201,34,39618,4
202,34,89823,4
203,34,72680,4
204,34,86486,5
205,34,46616,4
206,34,71720,5
207,34,28419,4
208,34,89002,4
209,34,74647,5
210,34,49975,4
211,34,7065,4
212,34,92744,4
213,34,82805,4
214,34,28126,5
215,34,88392,4
216,34,4217,4
217,34,14654,5
218,34,73103,4
219,34,62439,5
220,34,74676,4
221,34,59291,4
222,34,27003,5
223,34,9127,5
224,34,51647,4
225,34,71650,5
226,34,62398,4
227,34,50942,4
228,34,90820,4
229,34,39678,4
230,34,29451,4
231,34,73104,4
232,34,29235,4
233,34,18393,4
234,34,79353,5
235,34,8291,4
236,34,28967,5
237,34,27004,4
238,34,93101,4
239,34,87834,5
240,34,29323,4
241,34,8402,4
242,34,79352,5
243,34,80828,4
244,34,81329,5
245,34,33696,5
246,34,74267,4
247,34,5652,4
248,34,28326,4
249,36,45351,4
250,36,49438,4
251,36,71237,5
252,36,49034,4
253,36,3752,5
254,36,69795,4
255,36,52204,4
256,36,94323,4
257,36,80827,5
258,36,77204,4
259,36,10501,5
260,36,32801,4
261,36,28593,5
262,36,65072,4
263,36,43333,4
264,36,44545,5
265,36,49768,5
266,36,67046,4
267,36,90413,4
268,36,37288,4
269,36,5792,4
270,36,22104,4
271,36,64726,5
272,36,92145,5
273,36,85454,4
274,36,25395,5
275,36,70144,4
276,36,38109,5
277,36,26648,4
278,36,95439,5
279,36,50009,4
280,36,92103,4
281,36,80845,4
282,36,43104,5
283,36,85506,5
284,36,87615,4
285,36,19241,4
286,36,16539,5
287,36,89600,4
288,36,72281,4
289,36,81985,4
290,36,6040,4
291,36,69949,5
292,36,69144,5
293,36,5549,4
294,36,773,4
295,36,11204,4
296,36,71433,5
297,36,95703,4
298,36,76424,5
299,36,43955,5
300,36,80916,4
301,37,95703,4
302,37,1052,5
303,37,7175,4
304,37,40853,4
305,37,58564,5
306,37,54513,4
307,37,24035,4
308,37,45954,5
309,37,54630,4
310,37,28899,5
311,37,87341,4
312,37,50938,4
313,37,56293,4
314,37,55297,5
315,37,41794,5
316,37,45619,4
317,37,37771,4
318,37,40093,5
319,37,38851,5
320,37,95439,4
321,37,94101,5
322,37,87175,4
323,37,87385,5
324,37,49438,4
325,37,51555,4
326,37,48133,4
327,37,66142,5
328,37,91903,5
329,37,39767,5
330,37,65191,4
331,37,92773,5
332,37,6052,4
333,37,47737,4
334,37,89909,4
335,37,50519,5
336,37,66552,4
337,37,7637,4
338,37,3338,5
339,37,85705,4
340,37,56774,5
341,37,48074,4
342,37,26956,4
343,37,39049,4
344,37,49768,5
345,37,83571,4
346,37,80828,4
347,37,36359,5
348,37,72439,5
349,37,25841,5
350,37,89071,4
351,37,91116,4
352,37,31342,5
353,37,29438,5
354,37,46925,5
355,37,92744,5
356,37,94022,4
357,37,17182,5
358,37,91637,5
359,37,10422,5
360,37,84718,5
361,37,64726,5
362,37,21755,4
363,37,45957,5
364,37,43955,5
365,37,30963,4
366,37,80692,5
367,37,39998,5
368,37,40774,4
369,37,3306,5
370,37,61613,4
371,37,7655,5
372,37,89997,4
373,37,59492,4
374,37,46706,4
375,37,23925,5
376,37,40374,5
377,37,44407,5
378,37,58720,4
379,37,40852,5
380,37,94909,5
381,37,56688,5
382,37,29451,4
383,37,54360,4
384,37,53538,4
385,37,59217,4
386,39,45608,5
387,39,79060,4
388,39,43711,4
389,39,92807,5
